"episode","character","startmin","stopmin"
49,"Helena",22.0833333333333,26.9833333333333
49,"UnknownClone",23.6166666666667,24.5833333333333
49,"Helena",26.9833333333333,28.0166666666667
49,"Sarah",27.3166666666667,28.0166666666667
49,"Helena",28.0166666666667,29.0333333333333
49,"Rachel",29.5,29.6333333333333
49,"Cosima",30.1166666666667,30.5
49,"Sarah",30.2833333333333,30.5
49,"Rachel",30.3833333333333,30.5
49,"Helena",30.65,32.1
49,"Cosima",32.1,33.05
49,"Rachel",32.45,33.1666666666667
49,"Sarah",33.1666666666667,33.7666666666667
49,"Helena",33.7666666666667,34.0833333333333
49,"Sarah",34.0833333333333,35.1833333333333
49,"Sarah",35.1833333333333,35.7833333333333
49,"Helena",36.45,37.7333333333333
49,"Sarah",36.45,37.7333333333333
49,"Helena",38.3166666666667,38.45
49,"Sarah",38.3166666666667,38.45
49,"Helena",38.7166666666667,40.1
49,"Sarah",38.7166666666667,40.1
50,"Sarah",0,0.95
50,"Helena",0.833333333333333,0.95
50,"Sarah",1.16666666666667,1.65
50,"Helena",1.16666666666667,1.65
50,"Sarah",2.01666666666667,2.58333333333333
50,"Helena",2.01666666666667,2.58333333333333
50,"Sarah",4.31666666666667,4.91666666666667
50,"Helena",4.31666666666667,5.06666666666667
50,"Sarah",4.91666666666667,6.75
50,"Sarah",8.03333333333333,8.31666666666667
50,"Helena",8.31666666666667,9.36666666666667
50,"Helena",10.1666666666667,10.45
50,"Helena",10.65,11.4166666666667
50,"Sarah",11.4166666666667,12.1666666666667
50,"Helena",12.1666666666667,12.95
50,"Sarah",12.95,18.7
50,"Helena",15.1833333333333,19.1833333333333
50,"Sarah",19.1833333333333,20.35
50,"Cosima",19.1833333333333,19.6833333333333
50,"Helena",20.35,20.95
50,"Alison",20.95,21.9666666666667
50,"Cosima",21.9666666666667,23
50,"Sarah",23,25.8666666666667
50,"Helena",24.7166666666667,25.2833333333333
50,"Helena",25.8666666666667,26.4333333333333
50,"Alison",26.4333333333333,26.6833333333333
50,"Helena",26.6833333333333,27.2833333333333
50,"Cosima",26.6833333333333,27.2833333333333
50,"Sarah",27.2833333333333,29.2666666666667
50,"Alison",28.9833333333333,29.2666666666667
50,"Helena",29.6166666666667,30.4166666666667
50,"Alison",30.4166666666667,31.85
50,"Sarah",30.4166666666667,32.8
50,"Cosima",32.1,32.8
50,"Alison",32.3666666666667,32.8
50,"Rachel",33.1833333333333,33.6833333333333
50,"Helena",33.6833333333333,36.1666666666667
50,"Alison",33.6833333333333,36.1666666666667
50,"Sarah",33.6833333333333,36.1666666666667
50,"Cosima",33.6833333333333,36.1666666666667
50,"Rachel",36.1666666666667,36.9666666666667
50,"Helena",37.1166666666667,39.0333333333333
50,"Alison",37.1166666666667,40
50,"Sarah",37.1166666666667,39.0333333333333
50,"Cosima",37.1166666666667,39.0333333333333
50,"Camilla",40,40.9166666666667
50,"Cosima",40.3833333333333,41
50,"Helena",41,41.9
50,"Sarah",41.9,42.4833333333333
